,text,label
32,['இந்த பாருங்க எல்லாரும் பொறுமையா லைன்ல வந்து குடுக்கணும் புரியுதா மோதல் ஆளு வாப்பா காதுவக்குல ரெண்டு காதல் சேரி நான் பாத்துக்குறேன் தம்பி இதுல நாம ஸ்டிக்கராஹ பெருசா ஒட்டி ரிலீஸ் பண்ணுங்க நெஸ்ட் நெஸ்ட் டான் நான் பாத்துக்குறேன்போ தம்பி விக்ரம் நடிச்ச படமா விக்ரம் தான் படம் பெற அடுத்த ஆளு வாங்க விடியல் பாவம் அண்ணா அது யூடியூப் வீடியோ யூடியூப் ஆஹ் இருந்த என்ன சினிமாவ இருந்த என்ன எல்லாம் ஒன்னு தான நீ போப்பா நான் பாத்துக்குறேன் நெஸ்ட் நெஸ்ட் நீ என்னப்பா வெளிநாட்டுக்காரன் மாறி இருக்க என்ன படம் அவதார் 2 இது 2 மட்டும் தான இல்ல 3 4 5 லாம் இருக்க இருக்க எல்லாம் கொண்டுவப ஷூட்டிங் முடியலையா அது எல்லாம் அப்பறம் பாத்துக்கலாம் மோதலை குடுத்துடு நான் செய்பா வெச்சுக்குறேன் நீயே கிளம்பு சீகிரம் வாங்கப கைலாம் நம்னமனு இருக்கு  '],[1.]
33,['நிகழ்ச்சிக்கு வந்து ருக்கூம். வணக்கம் உங்க பெரு என்ன. வணக்கம் ஐயா என் பெரு அரவிந்த். நல்ல யூனியூ ஆனா பெரு அரவிந்த். எந்த மாறி ஆனா பெண் வந்து நீக்க டெதிர் பாக்குறீங்க. நல்ல குடும்ப பெண் க ஐயா நல்ல பெண் அ இருந்த ஓகே. நாங்க சின்ன பேமிலி தா நானு எங்க அப்பா அம்மா நல்ல குடும்பத்தை பாத்துகிற மாறி குடும்பத்தை அனுசரிச்சு போற மாறி ஒரு பெண் இருந்த ஓகே. நீங்க ஒரே பயன் இல்லையா அரவிந்த் அம்மா எப்படி பாசமா வச்சு பாதங்களோ அதே மாறி பாசமா இருக்குற ஒரு பெண் பாக்குறீங்க இல்லையா. அதேமாரி பெண் கவர்ன்மெண்ட் வேலைல இருந்த பரவா இல்லை இங்க ஐயா. புரியுது உனகளுக்கும் கொஞ்சம் ஹெல்ப் அ இருக்கும் அவங்க வேலைல இருந்தா. '],[1.]
34,['குடும்பத்தை பத்துக்குற மாறி உங்கள அனுசரிச்சு போற மாறி ஒரு பெண் வந்து ரோஜாபூமாலை நிகழ்ச்சி மூலமா உங்களுக்கு கிடைப்பாங்க. என்ன மாரியான பெண் நீக்க எதிர் பாக்குறீங்க. னால பெண் ஆஹ் இருந்த பரவா இல்ல. அரவிந்த் நீக்க வெளிப்படையா சொன்னீங்க நாத நிகழ்ச்சி பாக்குறவங்களுக்கு புரியும். எந்த மாரியான பெண் வந்து எதிர் பாக்குறீங்க. ஐயா னால பெண் உங்க குடும்பத்தை அனுசரிச்சு போற மாறி ஒரு பெண் த நீக்க சொல்லிடீங்க ஏற்கனவே. ஆனா என்ன எதிர் பாக்குறீங்க அரவிந்த் னால பொண்ணா. ஆனா நம மனைவி எப்படி அமையனும் னு சொல்லி நமக்கு சில கற்பனைகள் இருக்கும் அது வந்து எந்த மாறி உங்க எதிர் பார்ப்பு என்ன. '],[1.]
35,['இந்த பதிவு யாருக்குனு பாதிங்கான சத்தான ஆண்ட்டிகுதான் ஆண்ட்டி நான் உங்க சண்டைக்கு எதுக்கும் வரல ஒகேவ நான் என் வெள்ளையுண்டு னு போயிடு இருக்கேன் அவுங்க கமெண்ட் பண்ணங்க சத்தான ஆண்ட்டி குளிக்குறத எட்டி பாக்குறிய கமெண்ட் புன்னகை அதுக்கு தான் நான் பதிலுக்கு சொன்ன குளிக்குறத எட்டி பாக்குறது அவுங்க கழட்டி போட்டா ட்ரெஸ்ஸ்ஸா மோந்து பாக்குறது இதெல்லாம் என்னோட வெல்ல இல்ல நான் டீசென்ட் ஆன பையன் ஆண்ட்டி என்னக்கு புடிச்சு இருந்த ப்ரொபோஸ் பண்ணுவேன் ஒதுக்கீட்ட பாப்பேன் அங்கிள் டேன்சர் நானே விலகிடுவேன் என் மேல எதவது தப்பு இருக்குக எல்லாரும் கல்லை கேட்டவன் இவன் கேட்ட பையன்னு சொல்றிங்க சத்தன ஆண்ட்டி உங்களுக்கு அவ்ளோதான் மரியாதை நீங்க என்னபதி பேசுறது நிறுத்துங்க உங்கள லவ் பண்ண கிடையாது லவ் பண்ணலாம் ஐடியாவும் கிடையாது நீக்க இப்படி பேசுனா நான் லவ் பண்ண ஆரம்பிச்சுருவேன் அப்புறம் உங்களுக்கு மரியாதை இருக்காது \n'],[1.]
36,['எல்லாரும் திருந்தி வாழுங்க நான் லிப்ஸ்டிக் போடறதபதிலாம் கேவலமா பேசுனலாம் நான் போடாம இருக்க மாட்டேன் அது என்னோட விருப்பம் ஆணும் பெண்ணும் செரிசமம்னு சொல்றிங்க அப்புறம் அதுக்கு லிப்ஸ்டிக் போடக்கூடாது நீ பொம்பளைன்னு கமெண்ட் பண்றிங்க என்னோட விருப்பம் நான் லிப்ஸ்டிக் போடுவேன் தலையில பூ வெச்சுப்பேன் பொட்டு வெச்சுப்பேன் எதுனாலும் வெச்சுப்பேன் இது பண்ண கூடாது அது பண்ணக்கூடாது நீ ஒரு மயிரும் புடுங்க முடியாது நீ வேணும்னா கேஸ் போட்டுக்கோ எங்கவேனாலும் கேஸ் போட்டுக்கோ நான் லிப்ஸ்டிக் புசுவென நீக்க என்ன வேணாலும் பன்னிக்கோங்கடா '],[1.]
37,"['வாழ்க்கையில் எல்லாவற்றையும் எளிமையாக எடுத்துக்கொண்டீர்கள் என்றால், எல்லாவற்றையும் சந்திக்க முடியும் என்று எடுத்துக் கொண்டீர்கள் என்றால் வாழ்க்கை எப்போதுமே ஸுப்ழ் ஜெயிக்கிறது மட்டும் தான். ஒரே ஆபஶன், பிரச்சனைகளை வரவேற்கின்ற மனிதன் தான் வாழ்க்கையில் சாதனையாளராக மாறுகிறார்கள். நன்றாக புரிந்து வைத்துகொண்டு, பிரச்சனைகளை வரவேற்கின்ற மனிதன் தான் வாழ்க்கையில் சாதனையாளனாக மாறுகிறான். உண்மையா இல்லையா உங்களுக்கு லங்க்வஜ் பிரச்சனை லங்க்வஜ் வரவேற்று நீங்கள் கற்றுக் கொண்டீர்கள் என்றால் அது பிரச்சனையே இல்லை. பொவ்ஸ்டிங், கன்பொழ்ம் கேட்டால் உங்களுக்கு சில ஸப்ஜிக்ட் அவ் ஆக இருக்கும். அது உங்களோட பிரச்சனை, அதை வரவேற்க கற்றுக்கொண்டீர்கள். படிக்க கற்றுக் கொண்டீர்கள் என்றால் நீங்கள் இ_ஜிஆக, பொவ்ஸ்டிங், போயிட போகிறீர்கள். அடுத்த லெவல் போயிட்டு போகிறீர்கள். இஜிஆக முடிந்துவிடும் பிரச்சனைகளை வரவேற்க கற்றுக் கொள்ளுங்கள்.']",[1.]
38,"['புருஷன புடிக்கல னு தான் உங்கள உறவு வெக்க சம்மந்தம் தெரிவிக்குறாங்க. நாளைக்கு அந்த ஆள போட்டு தள்ளனும் ந உங்கள தான் யூஸ் பண்ணுவாங்க. உங்கள வீரா தீரா சூரன் னு சொல்லி நல்ல உசுப்பேத்துவாங்க. நீங்களும் என்ன நடக்குது னு புரியாம பெரிய ரிஸ்க் ல இன்வோல்வ் ஆய்டுவீங்க. சில அறிவாளிங்க மேட்டர் மட்டும் பண்ணிட்டு அப்படியே அப்ஸ்காண்ட் அய்டலாம் னு பிளான் பண்ணுவாங்க. ஆனா அந்த ஆண்ட்டிகளோட பிளான் எ வேற. உங்களோட முழு ஜாதகமும் அவங்களுக்கு தெரியும், நீங்க எங்கேயும் ஓட முடியாது.']",[0.]
39,"['ஸ்டாப் கமெண்ட்டிங் ஒன் மை லைப். ஐபி யு டூ லிட்டரல்லி. ஓத்தா தேவிடியா கு பொறந்தவனே எவளோ மரியாதையா சொல்லிட்டு இருக்கேன். தமிழ் ல தான ஓக்கணும் வா ஓக்குறேன். உனக்கு என்ன பிரச்சனை. இல்ல எனக்கு புரில ஓத்தா, நானும் எவலோவோ பாத்துட்டு இருக்கேன். எவலோவோ நேரத்துக்கு நீ பண்ற கமெண்ட் கு ல அமைதியா இருக்கேன் ஓத்தா நீ எங்கயோ மூளை ல உட்க்காந்துட்டு ஓத்தா சும்மா நக்கல் புண்டை பண்ணிட்டு இருக்காதா ந. நா பேசுற வார்த்தை ல மட்டும் பேசுறேன் னு நெனைச்சுகாதா, ஓத்தா நேர்ல வந்தன சூத்து கீது ல கிழிச்சு அனுப்பிச்சிடுவேன். என்ன நினைச்சிட்டு இருக்க ஹான்? என்ன எல்லா பொண்ணு இந்த மாறி நீ பண்ற எல்லா கமெண்ட் கு நீ பேசுறதுக்கு எல்லாம் ஓத்தா அமைதியா இருப்பேன் னு நினைச்சிட்டு இருக்கியா? நா அப்படி கெடையாது ஓபிவியஸ்ஆஹ். நோட் ஒன்லி இந்த போன் ஓத்தா, மெசேஜ் மட்டும் இல்ல, லைவ் ல மட்டும் இல்ல, நேர்லயும் வந்து அசிங்க அசிங்க மா கேப்பேன். அசிங்க அசிங்கமா கிழிச்சிடுவேன்.ரோடு நாலு பேரு பாக்குற மாறி அசிங்க படுத்திடுவேன். என்ன யாரையும் எங்க இருக்கீங்க னு கண்டு புடிக்க முடியாது ன்ற அதுப்புல டெஸ்ட் பண்ணிட்டு இருக்கீங்களா எனக்கு. ']",[0.]
40,"['பாக் யு, யு அஷோல். வா வா எங்க இருக்க சொல்லு வரேன். அப்படியே ஓத்தா காண்டொம் ஆஹ் போட்டு தண்ணி புடிச்சி திருப்பி உன் பூல் ல உடுக்கோ. என்ன எப்போ பாரு சும்மா கமெண்ட் பண்ணா. தேரே ஐஸ் எ லிமிட் ஒகே. ஸ்டாப் இட். ஒகே இ அம் ரேஅல்லி சாரி. சோ மச் ஒப்பி பெஒப்லே தேர் லைக் வதோ ரெஸ்பெக்ட்ஸ் மீ எ லோட்.\n']",[0.]
41,['இவர் வந்தாலே லைக்ஸ்லாம் தெரிவிக்கும் டெம்ப்லெய்ட்ஸ் எல்லாம் பறக்கும். \n\nமெஸஜ் ஸ்பெலிங் என்னன்னு சொல்லு ஆக்ஸ்போர்டு இவர் கிட்ட தான் கேட்டு தெரிந்துகொள்வோம்.\n\nஅவன் தன் மலத்தில் ஸ்வாக் கிடைத்தது அப்படிப்பட்ட ஒருத்தர் தான் இன்று நம்மளுடைய நிகழ்ச்சி வந்திருக்கிறார்.\n\nஜி.வி.எம்.ஸி அப்படி! என்று சொல்லி நம்ம சொல்லிருந்தேன் ஜி.வி.எம்.ஸி.கணேஷ் விஸ்வநாதன் ம்ஸி  வணக்கம் ஸொவ் வணக்கம் \nஐயா என்ன எம்.ஸி\n\n\nமாதர்ஷோட் அப்படி என்று எல்லாம் கெய்ட் பண்ணலாமா இல்லை முட்டாள் சுன்னி என்று னாட் லைக் தட் அப்படி பார்த்தாலும்\n\n\nசுன்னி க்கு எஸ் தா நா வரும் இல்லை ஐயா நாம சி போடலாம் நம்ம யார் வந்து கேட்க வேண்டும்?\n\n\nமுட்டாள் சுன்னி டான்ட் லவ் தட் இஜ் அ.\n\nஎம்.ஸி மிம் கிரேட்டர்  கணேஷ் த மிம் கிரேட்டர்  \n\nவந்து நீங்க எனக்கு ஒரு இன்றோ  கொடுத்து ஸ்டார்ட்  பண்ணிங்கன்னா நல்லாயிருக்கும் உங்க ஸ்டைல் எனக்கு ஸொவ் \n\n\nதிஸ் ஐஸ் ஷோ விளக்கு பிடி ஸ்பொன்சர்ட் பை தா தேவிடியா\n\nசாரி கிரல்ஸ் லேடீஸ் வோமேன் லாம் பாத்துட்டு இருகாங்க நா இல்ல சார் நாம பீப் போட்டுக்கலாம் நீக்க அப்டியே திட்டினாலும் பரவா இல்ல. \n\nஅப்டி இருந்தாலும் நா அப்டி பேச மாட்டேன். சோ லேட் இட் பெ திஸ் வாய் திஸ் ஐஸ் எ ஷோ விளக்குப்பிடி வ்திச் ஐஸ் ஸ்பொன்சர்ட் பை சினிமா பய '],[0.]
42,['சார் நீக்க வரத்துக்கு முன்னாடி சொல்ட்டு இருந்தேன் கெட் ரெடி டு பால் இந்த லவ் வித் கெரிஞ்சு. \nஅந்த கெரிஞ்சு நிறது எப்படி பாக்குறாங்கனு தெர்ல பட் யு ஆர் மேக்கிங் திஸ்  அஸ்பெக்ட் ஆப் டால்க்கிங்  டு ஏ வந்து இம்மெர்சிவே கெரிஞ்சு ஆ மாறிடுது பட் உங்க கிரேட்டிவ் மீ ம்ல பாக்கும்போது எனக்கு ஒன்னு தோணுச்சு \nகொஞ்சம் வந்து லைட்  ஏ அண்டர் ரேட் பண்றோமோ னு சொல்ட்டு.\n இ லைக் டு எஸ்பிளான் தட் மீ ம் ஜொனி சீன்ஸ் ஓடி டிக்  போட்டோ ஒன்னு போட்டு அது ரொம்ப பியூட்டி பியுள்ள பழக் அண்ட் வைட் ல போட்டு ஒரு டெஸ்ட் ஒன்னு போட்டு இருந்தீங்க. \nநா வீண்வேன் என்று நினைத்தாயோ இல்ல எஸ். எங்குமே அந்த பீல் இருந்துச்சு ஆக்சுவல் ஆ ரொம்ப ரசிச்சு ஒரு கான்செப்ட் ஒன்னு புடிச்சு அத வந்து டேம்ப்லடே கூட மேர்ஜ் பனி ஒரு பைனல் வுட்புட் ஆ ஒரு மீ ம் ஆ பாக்குறப்போ  \nஒரு ஹார்ட் பிரேக்கிங் னு சோலா கூடாது அது ஒரு ஏலியன் லெவல் ல ஒரு மீ ம் ஒன்னு பனி இருக்கோம் சொல்லி நெனச்சுட்டு இருப்போம் பட் இட் டிட்ய்ண்ட் ஹிட் மோர் தன் பைவ் லைக்  அதுமட்டும் இல்லாம  இப்ப பியஸ்  புக் நால ஏக ஏக ஏக.\n வித் ஆல் டூ \nரெஸ்பெக்ட்  இ டோன்ட் மைண்ட்  சாயிங்  திஸ் பியஸ்  புக் கம்யூனிட்டி  ஸ்டாண்டர்ட் லெவல் ல அது இல்ல னு சொல்லி அத ரிமோவ் பண்டங்க இன்னும் கொஞ்சம் பூஸ்ட் பனி ப்ரோமொடே பனி இருக்கலாமோ\n அப்டி எனக்கு தோணுச்சு இன் கேஸ்  அப்டி நடந்து இருந்தது நா இ வில் பீ  எ கிரேட்டிவ் மீ மர். '],[0.]
43,"['இப்போ இன்ட்ரெஸ்ட்டிங் ஆனா ஒரு டாஸ்க் ஓகே எனக்கு கி வ ம் சி ட ல் எ பிலீஸ்ர் பிளான்டர், வாட் எவர் யு கால் இட் எனக்கு அதெல்ல ஓடையானும் மோதலை \nஇந்த கால் கிராஸ் லைன் போடாதீங்க எடுங்க \nஏன் யு வான கிவ் ஹெட் ம  இ மீன் ஊம்ப போறீங்களா. \nஎனக்கு  அந்த ஆசை இருக்கு பட் இப்ப வேண்டா.\nஇப்போ எனக்கு யுங்க ஜட்டி அத மட்டும் கழட்டி குடுத்தீங்க நா பொது. \nகைஸ் வி ஆர் கிரீட்டிங் ஹிஸ்டரி ஜி.வி.எம்.ஸி சோசியல் எம்.ஸி ஓட ஜட்டி நம்மகிட்ட இருக்கு.\nஏன் போட்டு பாக்கப்போறீங்களா \nஇல்ல சார் நா இத சினிஃ பணவச்சுக்குறேன். \nஜி.வி.எம்.ஸி நா அழகு தா னு இருக்கு எப்போதுமே வந்து சோஃபிஸ்டிகேட் பிரோதெரஸ் வித் க்ரின்ஜ் கிரஷ் டயபர் சினிஃபைங்  அது தா இருக்கு. நாம ஏன் அழுக்கு  பத்தி பேசக்கூடாது நீங்க ஏதாவது வந்து திரட்டி ஆ பண்ணனும் எங்களுக்காக. \nசரி வந்து குனி.\nஆ காண பாடுறீங்களா சி இங்க ஒரு ஜாம் செஷன் போடுங்க லோக்கல் அஹ்ஹ்ஹ ']",[0.]
44,['சமீபமா நெறய ரேபீஸ் லாம் நடக்குது வாட் டூ யு ஸ்டாண்ட் ஆன் தீஸ் இஸ்ஸுஸ் \nசி தாட் இஷ் எ குட் கொஸ்டின் அச்சுஅல் ஆ அந்த எனக்காவுன் எ அப்ளவுட் பண்ணனும். \nவி நௌன் டு தி கோக் தாட் இஷ் எ ஹெரோய்க் மொமெண்ட். \nஆமா சார் பட் அடுத்த நாளே யு போஸ்டேட் சம்திங் அந்த ௨௦௦௦ ரூபா ப்ரா வந்து ௨௦௦ ரூபா தா அந்த பொன்னுலம் ஏன் ரேப்  பண்ணக்கூடாது னு சொல்லி போட்டுஇருந்தீங்க \nசோ அந்த மொமெண்ட் ல உங்களுக்கு சோறு தா தின்கீரையா இல்ல பீ அல்லி தின்கீரய டா பே புண்ட மவனே இந்த பொழப்புக்கு நாலுபேரு பூலை ஊம்பி பொழைக்கலாமே டிவோலோ பயா அப்டினு. \nசி சி \nஅப்டினு சொல்லி உங்களுக்கு வாய்ஸ் ஓவர்  எதுவும் கேக்கலையா சார். \nசி சி இந்த எடத்துல தா நீக்க வந்து புருஞ்சிக்கணும் அஸ் எ மேன் இ ரெஸ்பெக்ட் வோமேன் பட் ப்ரா ஸ்ட்ராப் பாத்தேழாம் இ கெட் போனீர். \nப்ரா இஷ் எ கன்சன். அதுனாலதா அந்த போனுக்கு ஒரு பதிலடி கொடுக்கணும்னு அந்த மீ ம் ஒன்னும் பனோம் ப்ரா ஸ்ட்ராப் போட்டா திஸ் கேர்ள் ஷட்  பீ ரேப்ட் அப்டினு சொல்லி ஒரு மீ ம் ஒன்னு போட்டோம். \nபட் அல்டெர்நேட்டிவ்ல்லி ரேப் கு ஒரு சொலுஷன் வேணும் அப்டின்றது மை ஒப்பீனியன் .\nஓகே சார் அந்த ரேப் கு வந்து என்ன சொலுஷன் ஆ இருக்கலாம் ஜஸ்ட் ஒரு சஜஸன் சொன்னீங்கனா '],[0.]
45,['நரேந்திர மோடியா நீதிபதியா வந்து நரேந்திர மோடிக்கு மூனு ஆயுள் தண்டனை ரெண்டு தூக்கு தண்டனை போடுறமாரி நீதிபதியா வந்து நடி குஜராத் கலவரத்தை விசாரிக்கும் அதிகாரியவ நீதிதுறை அதிகாரியவ நடி சுப்ரீம் கோர்ட் ஜுட்ஜ் ஆய்க்கோ அதுல வேணும்ன்னா நானே வக்கீலா நடிக்குறேன் பரவலா என்னை அணைபோட்டு தூக்கிட்டாலும் பரவல நானே வக்கீலா நடிக்குறேன் அதுல நரேந்திர மோடிக்கு நீ  திருப்பு சொல்ற நான் வாதாடுரேன் நீ தீர்ப்பு சொல்ல நரேந்திர மோடிக்கு மூனு ஆயுள் தண்டனை ரெண்டு தூக்கு தண்டனை நீ தீர்ப்பு சொல்ற நான் உன்னோட கட்சில நாளைக்கே சேர்ரென் வட விஜய் உன் அமைப்புல நாளைக்கே சேர்ரென் விஜய் நாசமபோற நாய் கட்சில சேர்ரென் வட நீ வரமாட்ட நல்ல துட்டையும் வாங்கிட்டு நடிகைய நல்ல தடவிக்கிட்டு எசி ரூம்ல படுத்துக்கிட்டு வாய்யா அருக்குற மாறி படம் ஏன்டா பண்டார பயலே பண்டார பயலே நாற்றம் பிடிச்ச நடிகன் விபச்சாரத்தை பெருக்கின்ற அயோக்கியன் பச்சிளம் பெண்களை சின்ன சின்ன குழந்தைகள் பசங்கள் பிள்ளை வயசுலல்லாம் காதல் காதல் காதல் இல்தகசய்ய உங்க அக்காவ போட்டு செய்ட    '],[0.]
46,"['பட் நன் ஆப் தேம் ஆர் கெய்ய்ஸ் லேட் தே டிஸைட் லிவ் டுகெதர்,\nபிகாஸ் தே நெவெர் கெட் எ பார்ட்னர்.\n நோ மேட்டர் வாட் தெயர் செஸ் வல் ஒரிஇண்டஷன் ஈஸ்.\nபிகாஸ் ஆல் தே காட் ஈஸ் ஷீட் இந்த தி ஹெட். \nஇதுக்கு டெம்ப்ளட்ஸ் கலெக்ட் பண்டு இருக்கேன். \nஇப் ஐ கெட் யணப் இட் வில் பீ ட்ரூத்புல் மீ ம் சீரிஸ். ']",[0.]
47,"['இதுல மாக்ஸிமும் நாம கூட இருக்குற பசங்க எப்படி தெரியுமா நா படிக்கல படிக்கல படிக்கல படிக்கல னு சொல்லி நம்மள வீட் வச்சு ட்ரிப் ஆகி இருக்கும் பொது படிச்சு ஆல் கிளியர் பண்டு போயிட்டே இருப்பாங்க அறிவுசான் திருட்டுப்புண்டைக.\nவீட் குடுக்குற எக்ஸிஸ்டன்ஸ் புக் குடுகுமா கண்டிப்பா கிடையாது அப்டி இருக்கும் பொது ஒரு தக் வீட் 250 னு இருக்கும்போது \nஒரு ஆரியர் காண பீஸ் 300 ரூபீஸ் யாரு முட்டாள்.\nநா உங்க கிட்ட ஒன்னு கேக்குறேன் 3 மணி நேரத்துல ஒருத்தன் அறிவாளி முட்டாள் னு தேர்வு பண்ண முடியுமா \nஇந்த 3 மணி நேர டெஸ்ட் ல 9 எடுத்தவன் அறிவாளி அப்போ 8 எடுத்தவன் அவனை விட அறிவு கம்மி 7 எடுத்தவன் அவனை விட அறிவு கம்மி.\nஅப்போ ரோல் பண்ண ஓசி பிக் கிடைக்காம எக்சாம்க்கே வராதவன்,\nஎக்ஸாம் ஹால் ல வைட்னர் எ ஸ்லிப் பண்ணி ஹை ஆன அந்த நாயி,\n ஹான்ஸ் வச்சுட்டு பாதி அன்சார்  எழுதாம வரானே அந்த நாயி முட்டாள். ']",[0.]
48,['முட்டாள் யாருக சொன்ன இதெல்ல பாக்ட்டுன்னு \nஅக்சுஉவள் அ என்ன பொறுத்தவரைக்கும் யாரு அறிவாளி னு தேர்ந்தெடுக்குறது இல்லைங்க யாருக்கு சுத்துக்கொழுப்பு அதிகம் னு தேர்ந்தெடுக்குறது\nஒதுக்குறேன் க எக்ஸாம் கே வராம எக்ஸாம் கு அரியர் வச்ச அந்த பசங்க 3 ஹவர் ல தங்களுக்கு சூத்துக்கொழுப்பு ஜாஸத்தி அப்டினு புரூப்  பண்ணிட்டாங்க னு ஒதுக்குறேன் \nஆனா லைப் வெறும் 3 ஹவர் இல்லைங்க இதுக்கப்றம் எத்தனையோ வருஷங்கள் இருக்கு \nஅவன் லைப் புல்லா ஓல் படணும் அப்பதா புத்தி வரும் அந்த தாயோலிக்கு \nலைப் ரொம்ப அழகானதுங்க லாஸ்ட் பெஞ்ச் ல உக்காந்து ஹான்ஸ் வச்சுட்டு இருந்தவங்க எத்தனையோ பேரு இன்னைக்கு பெரிய ஹான்ஸ் சபிள்ளையார் ஆகி இருக்காங்க \nஅத  உங்களால மறுக்க முடியுமா மருக்குறவங்கள விட பெரிய முட்டாள் வேற யாரும் இல்லைங்க '],[0.]
